40533,gd
882835,rop
756894,gold
1448987,ahchy
1300514,lvs
1163165,cop
1413447,nxpi
1061219,epd
1805284,rkt
1418135,kdp
1022837,smfg
1109357,exc
202058,lhx
1393052,veev
1751788,dow
1099219,met
4904,aep
1436381,wfafy
1506293,pins
1058290,ctsh
1393818,bx
1261333,docu
717826,eric
10456,bax
1297996,dlr
1393311,psa
1075124,tri
1232384,trp
355363,itocy
16918,stz
1048286,mar
745732,rost
718940,bce
874716,idxx
1690820,cvna
1637459,khc
927628,cof
1652630,vonoy
1160330,bbd
1330306,vwdry
723254,ctas
1446598,dnzoy
1554394,lgfry
820313,aph
40704,gis
1816007,lu
1671933,ttd
1439584,lnsty
319201,klac
1032208,sre
875045,biib
879875,jshly
1045520,cm
1396282,hnnmy
1121631,gvdny
1071739,cnc
1598014,info
1385157,tel
1682852,mrna
96021,syy
1058090,cmg
1575851,sxyay
72903,xel
1321655,pltr
1039765,ing
1491703,schyy
1057352,csgp
1466258,tt
891103,mtch
37996,f
712515,ea
1097149,algn
1418091,twtr
1810997,xpev
76334,ph
26172,cmi
1065088,ebay
1335730,mfg
1160106,lyg
1090872,a
1159204,mtcpy
1390777,bk
1783180,carr
1002242,e
86312,trv
79879,ppg
1454471,crbjy
1127055,vivhy
1524684,glncy
883241,snps
1087423,rht
1810806,u
1442145,vrsk
1408198,msci
5272,aig
827054,mchp
103379,vfc
723531,payx
833444,jci
1034054,sbac
1453056,cmaky
1483994,htht
1618921,wba
898173,orly
1038143,oran
1495687,chcjy
1506307,kmi
743988,xlnx
312069,bcs
932787,stm
1478242,iqv
1448817,ovchy
1428439,roku
1086888,mfc
1260221,tdg
9389,bll
1353283,splk
1060391,rsg
1041061,yum
1093557,dxcm
1502104,amady
1294325,clpby
1113169,trow
1535527,crwd
813672,cdns
1605484,fcau
1060736,sgen
75362,pcar
1521332,aptv
948696,hcmly
47111,hsy
849395,crh
1639825,pton
1167379,alc
764478,bby
1462886,ctryy
1446672,trumy
1791706,li
4977,afl
943819,rmd
831259,fcx
1459580,zijmy
885834,tscdy
899051,all
1136869,zbh
1536278,gwlly
1279967,crary
72741,es
783325,wec
1137774,pru
1132924,cht
93556,swk
1660134,okta
1095054,unicy
1058057,mrvl
1159510,cs
1437147,dboey
788784,peg
1024478,rok
1339422,rdsmy
68505,msi
1781335,otis
1446390,alpmy
1585689,hlt
1359519,svndy
1410636,awk
1595085,egrny
1474968,gelyy
1637120,ckhuy
1611983,lbrda
842180,bbva
47217,hpq
87347,slb
1446437,yahoy
1411133,kbcsy
1471055,bsbr
1253493,asazy
1318220,wcn
1013462,anss
24741,glw
1327567,panw
1477449,tdoc
1334687,cjpry
927653,mck
815556,fast
1755672,ctva
1766502,chwy
1744676,tme
939380,rweoy
1489393,lyb
882184,dhi
1037646,mtd
908937,siri
7084,adm
766704,well
92380,luv
1037868,ame
1061736,fmx
1561550,ddog
48465,hrl
900075,cprt
1534701,psx
899866,alxn
14693,bfa
1384905,rng
821189,eog
1627168,pdypy
1140536,wltw
866787,azo
1097362,slf
1379235,arzgy
1651308,bgne
1123799,wit
1802768,rprx
1047862,ed
1617640,zg
21076,clx
1725964,ntr
1510295,mpc
56873,kr
1673358,yumc
1451287,khngy
1017413,cnq
1263521,szkmy
936340,dte
844150,nwg
1191255,cha
1333141,fms
1012037,codyy
1616707,w
1063761,spg
107263,wmb
63754,mkc
93751,stt
1004980,pcg
1456346,fnv
868675,tu
27904,dal
1300175,aonny
878927,odfl
827052,eix
1436778,saxpy
1659166,ftv
1041130,dia
1093028,ejpry
915912,avb
1434265,gmab
1553473,haity
1393612,dfs
311337,su
1445156,ztcoy
1638747,zlndy
920760,len
733099,rci
4127,swks
896076,mgddy
1381197,ibkr
1776985,bntx
1132979,frc
100493,tsn
277135,gww
1590955,payc
1544613,otsky
1161154,etp-pc
1014473,vrsn
1084656,cgemy
922224,ppl
1444406,ec
935703,dltr
55067,k
1787425,xp
1385867,coup
804753,cern
1001807,tlk
354190,ajg
906107,eqr
1158089,gctay
1436647,cabhf
1552000,mplx
1035443,are
1601046,keys
1513845,yndx
1159508,db
1269920,gasny
1404912,kkr
895564,baesy
1121788,grmn
1130894,tyidy
65984,etr
1179029,gbery
936958,mdy
1175454,flt
743316,mxim
1069347,sgsoy
106535,wy
924613,nok
814052,tef
726728,o
313927,chd
850918,gwlif
820027,amp
1745431,stne
33185,efx
1461748,ppery
1035002,vlo
1140859,abc
105770,wst
908829,pugoy
1640117,smnny
813828,viac
1596532,anet
1697935,mapt
1452191,weicy
1450346,poahy
1517231,ssmxy
1120193,ndaq
1290640,ucbjy
1446641,mtsfy
1038683,ryaay
1278021,mktx
1477333,net
1723690,bili
1269238,tcom
1438571,frrvy
1448613,svnly
1722401,thlly
3124,akzoy
1138118,cbre
1179493,nrily
1650107,ccep
73124,ntrs
1002910,aee
920148,lh
51434,ip
1772757,dkng
1450682,tlpfy
1072670,imbby
16988,caj
877212,zbra
1113866,chu
946581,ttwo
1262039,ftnt
815097,ccl
1402057,cdw
1604982,sbhmy
1701605,bkr
1666175,fts
1518258,ashty
1352010,epam
1748790,amcr
1070304,ix
1383650,cqp
1396009,vmc
84839,rol
1436740,fojcy
1699150,ir
35527,fitb
1446747,ppccy
1713683,zs
719739,sivb
1323404,wpm
740260,vtr
1550635,cghly
749098,mga
1437771,snmry
1618756,qsr
1061574,gib
859737,holx
1552033,tru
1702780,atus
879169,incy
1001082,dish
29905,dov
711404,coo
54480,ksu
1159152,jhx
97210,ter
23217,cag
1438569,grfs
1402436,ssnc
1601712,syf
1324424,expe
1169870,tlsny
1145197,podd
811156,cms
96943,tfx
1278680,iau
1243429,mt
12208,bio
1791863,bepc
1596783,ctlt
845982,snn
1454175,fandy
1768259,gsx
1124140,exas
1524472,xyl
889132,pkx
1370637,etsy
1764046,ccc
1383312,br
1444718,syiey
1445161,cicoy
1526125,gds
1404655,hubs
1604778,qrvo
1281721,sgioy
860731,tyl
1015922,chkp
884887,rcl
46619,hei
1794515,zi
1757898,ste
1722608,iq
920522,ess
874766,hig
1022079,dgx
916076,mlm
1086222,akam
1276187,et
765880,peak
1131345,nvzmy
1754301,foxa
1448985,cccgy
1445930,kb
2809,aem
1560385,lsxma
1463101,enph
1449594,whlkf
1436965,cwycy
98246,tif
73309,nue
1038357,pxd
203527,var
1764925,work
1529192,vips
1687229,invh
800364,fujhy
1492426,hznp
906163,nvr
1067701,uri
1306830,ce
1170010,kmx
1535628,caixy
1740915,ftch
1403568,ulta
1446597,dqjcy
1263043,shg
36270,mtb
1450681,sonvy
1579298,burl
1722482,avtr
721371,cah
1511737,ui
916365,tsco
746515,expd
1406234,bip
91576,key
1031296,fe
1163653,nmr
1286681,dpz
1037540,bxp
940821,ophly
1015650,skm
1454948,xngsy
912593,sui
1545772,bpy
1441816,mdb
37785,fmc
16732,cpb
877890,ctxs
1281761,rf
832101,iex
1463172,zen
1319161,wmg
1809519,gdrx
1770787,txg
1246135,rnecy
1039684,oke
1627014,bki
1445159,hrely
31791,pki
1066119,viv
1003935,nice
1289490,exr
62996,mas
4447,hes
1634997,agr
864749,trmb
912595,maa
1094285,tdy
1712807,pags
783280,dre
1725057,cday
1178670,alny
1137789,stx
1576789,wix
940944,dri
1336920,ldos
1335258,lyv
1567094,cnhi
1294591,rkuny
1437775,atasy
947484,acgl
45012,hal
40987,gpc
728535,jbht
1280452,mpwr
1000697,wat
759944,cfg
1438844,szlmy
72127,nipnf
1033767,umc
814547,fico
1739104,elan
1555379,shmay
3570,lng
1096343,mkl
1032975,logi
874761,aes
1705696,vici
1348036,avlr
943452,wab
1400691,hdely
1125259,cuk
52988,j
1590895,czr
1048477,bmrn
800928,ndvly
1065989,ckisy
1474735,gnrc
945841,pool
749251,it
937556,masi
1583055,monoy
1645590,hpe
79282,bro
789570,mgm
1126328,pfg
915913,alb
1809122,cvac
1758730,tw
91419,sjm
1450280,aeoxf
1041668,znh
1546066,pba
1570585,lbtya
1581671,ednmy
1690981,nngry
352541,lnt
915389,emn
1438845,swgay
1219601,cck
1163417,dvcmy
1001474,kkpny
106040,wdc
1609711,gddy
1444714,iktsy
29989,omc
1130310,cnp
909327,suz
1645113,nvcr
1043277,chrw
1759509,lyft
49938,imo
922621,erie
1062066,alsmy
20286,cinf
46080,has
1611820,ln
1342237,mtuay
1419612,sedg
851205,cgnx
797468,oxy
1555574,cjewy
1697862,argx
1179929,moh
1776967,ntco
779152,jkhy
75677,pkg
8818,avy
1819580,ysg
1446656,kikoy
815094,abmd
887225,kep
1439580,psmmy
720005,rjf
1711269,evrg
1527249,prdsy
49196,hban
1443646,bah
1101302,entg
1025378,wpc
1570932,iliay
1013237,fds
927066,dva
106640,whr
813762,iep
806968,wpp
1444147,szsay
1559460,yasky
731802,ato
51253,iff
1632127,cabo
100517,ual
1527636,athm
1800227,iac
1519751,fbhs
1475011,jbaxy
1462456,fosuy
1793294,ppd
60086,l
1469367,run
909037,sqm
72331,ndsn
1446702,ubsfy
822416,phm
353991,ndeky
1799208,dnb
842023,tech
11544,wrb
857005,ptc
1100682,crl
1002638,otex
110621,rpm
1587200,stbfy
1533945,bntgy
1002047,ntap
1487533,jxhly
1437107,disca
42888,ggg
925428,ggdvy
1097864,on
1069202,lii
74208,udr
1576263,mrtx
949870,sam
352915,uhs
1438930,amigy
912505,enia
1358071,cxo
1002517,nuan
1453930,cheoy
40729,ally
812011,mtn
1050952,pubgy
858446,ihg
895417,els
849399,nlok
1043219,nly
1713443,kl
1636804,rmyhy
1558633,cchgy
1333986,eqh
701985,lb
1555207,cgasy
1732845,wrk
921738,penn
1564406,osh
1030475,cea
1122411,asx
1576280,gh
1015820,qgen
818479,xray
1531384,gjnsy
18926,lumn
1112439,ranjy
1065696,lkq
1416039,rnlsy
1111928,ipgp
1513977,coihy
1174922,wynn
1001290,bap
873303,srpt
78128,wtrg
1438654,rdeiy
1452190,fyrty
1453732,siely
1135951,rdy
1579241,alle
1591698,pcty
1331875,fnf
1679273,lw
217346,txt
1127248,emraf
1564708,nwsa
1005284,oled
38777,ben
801645,maruy
1287865,mpw
1450278,cnpay
1595761,wb
1533232,bep
1013857,pega
1411494,apo
4281,hwm
1537547,smfky
818686,teva
1070750,hst
1477038,umicy
1437578,bfam
1773383,dt
1731289,nkla
1578526,mhgvy
1556607,surry
863344,alfvy
1454473,dnfgy
1158449,aap
1528396,gwre
1060955,iclr
1093691,plug
1206571,iaugy
730272,rgen
1253494,sgpyy
1048695,ffiv
1527166,cg
1792044,vtrs
320335,gl
1786909,sbsw
1783546,sbysf
1551402,smmyy
1543727,kotmy
1505223,shwgy
1374310,cboe
1166003,xpo
1445153,efgsy
808461,gliba
1528651,hrgly
100826,uelmo
24545,tap
1288847,fivn
906345,cpt
21175,cna
1262823,wlk
737758,ttc
1575965,glpi
1161125,bch
701818,kgc
764622,pnw
95227,smtoy
1126975,mmp
1707753,estc
825542,smg
1133689,ingiy
1656936,mgp
1095073,re
91440,sna
1050915,pwr
1321732,pen
1480134,wynmy
1446251,ahexy
201533,cms-pb
1704292,zlab
1067428,au
908255,bwa
1031308,bsy
1540755,plan
1174169,aqn
1395167,grpty
91142,aos
910631,kof
39911,gps
1439124,ebr
1517413,fsly
1364954,chgg
1000228,hsic
915191,frfhf
1692819,vst
932872,sjr
1111711,ni
851968,mhk
1562401,amh
1546084,zlioy
1274494,fslr
913144,rnr
895419,cree
1584509,armk
105016,wso
1737927,cgc
929940,azpn
77360,pnr
1365135,wu
1308547,dlb
1439404,znga
1449217,hegiy
1190723,ts
1357204,dnkn
1069878,trex
1573097,hds
1177609,five
1553023,cone
814453,nwl
1786352,bill
59558,lnc
1448375,acsay
1450206,aseky
1655210,bynd
1289419,morn
1508669,xyigy
48898,hubb
1062579,dox
1070494,acad
1784384,abmrf
1501134,nvta
775368,y
1528849,rh
1538990,stor
51644,ipg
842162,lea
89089,sci
1172724,gfi
1027552,bsac
1441683,appn
1608249,zayo
1436673,wilyy
1780232,gfl
1668501,ksryy
1527469,ath
896622,atr
1423689,agnc
866374,flex
1507079,fnd
1144519,bg
1745041,iaa
914475,nbix
1131652,tokuy
868857,acm
1612042,asnd
1309035,ipxhy
1421876,glpg
1507385,ver
353569,qdel
910606,reg
1232524,jazz
898174,rga
4457,uhal
1267238,aiz
1437672,prymy
1370418,slfpy
1161611,ach
790051,csl
896262,amed
1116132,tpr
886986,teck
355811,gntx
719955,wsm
1437144,magoy
350894,seic
1034670,alv
1370946,oc
785161,ehc
888491,ohi
1467623,dbx
1069183,aaxn
1177394,snx
1160958,iphi
916540,dar
1090425,lamr
6201,aal
1042046,afg
1309108,wex
1674416,crsp
1379481,mdiby
1398659,g
926042,ttm
1109354,brkr
1689923,ayx
1442653,rohcy
19584,che
1330568,slv
22356,cbsh
1795589,kc
899689,vno
350797,ev
1516536,rtmvy
1013871,nrg
1793862,dada
1022671,stld
1477294,st
861884,rs
884614,ugi
769520,midd
1570300,shpmy
1023128,lad
1515673,rare
94845,levi
1646972,aci
1647435,atdry
1020569,irm
1780531,ocft
1557860,glob
1285785,mos
1556605,shtdy
1115837,mbt
1049502,mksi
20212,chdn
1714899,dnli
914208,ivz
7646,asgly
1378992,bery
1535929,voya
1043604,jnpr
1025996,krc
1397911,lpla
773917,tiscy
85535,rgld
769218,aeg
1071371,cib
1455863,cold
1288098,tdhoy
1449614,klycy
1534043,fupby
1492691,knx
1553915,crcby
1613859,prah
1336917,ua
315213,rhi
28412,cma
1046102,rba
1604821,ntra
1076378,cx
1783317,mcfe
879407,arwr
874015,ions
1580608,sc
1398879,ccozy
1566895,ncno
910521,deck
1468174,h
901684,warfy
751364,nnn
885590,bhc
1012100,see
1442656,jsgry
1446660,kajmy
1530238,yy
880266,agco
1324404,cf
1599962,sjmhy
34903,frt
108312,wwd
1437041,lnegy
813810,eluxy
858470,cog
29644,dci
1287750,arcc
1739942,swi
59527,leco
1665918,usfd
1037976,jll
1533920,uvrby
1481045,dseey
1698287,bsmx
36966,fhn
1754581,futu
726958,casy
763665,isuzy
1021635,oge
1280600,xlrn
1029199,eeft
7536,arw
1379661,ngls-pa
71691,nyt
1585364,prgo
1671235,bmrry
1616862,axta
1428875,tmx
1703056,adt
1286225,rp
1325378,bgaoy
1452188,vopky
1594109,grub
1501585,hii
936395,cien
1447647,aacay
820318,iivi
1530950,post
1749723,nfe
831641,ttek
1388658,irtc
1436786,oukpy
1298675,cube
1610950,synh
353990,hmtly
1264136,wf
861878,srcl
1366235,clzny
879101,kim
1490083,clpxy
1176948,ares
47518,hrc
1303313,lhcg
1667075,bncdy
1366561,smar
318269,japsy
1012620,gwr
938323,pso
771992,paas
1446707,cakfy
1501108,snphy
1666134,bl
1073404,ggb
1762301,fvrr
929058,hnp
109380,zion
1173382,cae
1826168,timb
1786431,reyn
1539838,fang
1478320,adpt
216228,itt
1446294,enggy
1650729,site
1633978,lite
1674534,hllgy
36047,clgx
1531152,bj
1618673,pfgc
1069157,ewbc
78150,phi
1674101,vrt
1056696,manh
1082554,uthr
1572910,psxp
1410384,qtwo
1637810,fsv
1070423,paa
845033,ogfgy
1571283,rexr
1492075,asomy
1633931,bld
766421,alk
1446648,htcmy
16058,caci
1429937,btg
794170,tol
1360604,hta
1409236,sommy
96223,jef
1807192,cd
1444380,nvro
1564228,shmuy
1347557,pac
1639300,olli
939767,exel
1037038,rl
1180262,hlf
1438133,tndm
1609702,cdk
1513761,nclh
1689813,bhvn
1603194,osagy
91767,son
800840,shcay
1446128,mrwsy
1815846,mnso
1637207,plnt
1492633,nlsn
58492,leg
1170858,sbs
313143,hae
1417695,mpfry
1468748,kod
1618732,ntnx
1475260,cve
1288784,sbny
931015,pii
1237831,gmed
1068851,pb
1592049,rykky
1800667,frog
1212458,pfpt
14930,bc
1423902,wes
1178879,fold
793952,hog
732834,clr
1567683,cwen-a
889331,lfus
1706946,spce
1705110,angi
1504764,aval
1472787,faf
898293,jbl
1688568,dxc
78239,pvh
1370431,vedl
1364250,dei
1393584,amwl
49600,egp
1283630,acc
1050797,colm
1358762,reta
74260,ori
1046311,chh
855658,lscc
1000694,nvax
1611647,frpt
1436771,wrtby
1490892,cor
1307954,hun
1378946,pbct
775158,osk
1378984,vlpny
98362,tkr
1212545,wal
944314,lsi
1486957,bwxt
885550,cacc
921825,fr
1820721,arry
1782754,azek
66570,msa
1563255,diisy
1597264,bpmc
1743881,bbio
1425205,iova
1694271,cnvvy
1655888,orcc
1389170,trgp
350698,an
941221,icl
1584207,omf
1669162,knsl
1206264,tpx
1793229,mpln
1049659,sid
1689657,bli
1428336,hqy
39263,cfr
1670592,yeti
63276,mat
1065837,skx
1756770,curlf
1159036,halo
1524358,vac
798941,fcnca
1571123,saic
1090012,dvn
19612,tcf
1283708,itvpy
1450349,hocff
1564824,allk
1786842,vnt
892450,kt
730263,tho
1788882,root
702257,tsuky
1722684,wh
1160951,dct
1289460,txrh
1448893,esnt
1756497,chng
1433195,appf
1061894,gil
1581280,twst
1475922,pri
1046257,ingr
1027664,eslt
933974,brks
30697,wen
1378789,aer
1563177,hwdjy
853816,lstr
1474432,pstg
871763,man
1594466,pe
1530721,cpri
1264089,auy
916789,hele
1659939,enic
937098,tnet
1089063,dks
1540184,mdla
1465128,stwd
67716,mdu
1728190,huya
1595893,tptx
1581068,brx
354908,flir
1647088,wsc
875357,bokf
764038,ssb
1038074,slab
82811,rbc
36029,ffin
1274173,jhg
1342874,tx
1261759,sekey
1726978,gshd
26324,cw
25232,cuz
314590,ssl
1588823,tfii
1451160,ektay
1024305,coty
1580864,vrm
1609550,insp
1021860,nov
57515,lanc
1811882,psth
1295484,jobs
1437774,bzzuy
105634,eme
1359841,hbi
1128928,flo
1764013,imvt
1077183,neo
1290109,lpl
720672,sf
1446751,cmhhy
1674862,ash
1812364,rlay
917520,iart
1453015,bldp
1003078,msm
860748,kmpr
1720990,fsr
1123452,asr
14595,brthy
1381668,tfsl
1604028,wms
1436790,nkrky
1603145,nep
908732,shi
1724570,msp
1050140,dsgx
1019849,pag
1447250,felty
935494,nati
1757073,nvst
1438927,gfszy
1347141,suopy
1447945,asmvy
84246,rli
885639,kss
1363829,esgr
922864,aiv
912892,tv
18349,snv
802481,ppc
1450021,wygpy
1626450,bigc
1651717,nomd
1369868,cbpo
1142417,nxst
1411207,alsn
1057877,ida
1439288,rxn
81362,kwr
1071321,tkc
1437776,aemmy
1737287,allo
1032220,mms
891765,bcauy
101778,mro
1404123,onem
1794669,four
1479094,stag
97517,tpl
69891,fizz
1823306,lspd
1177702,saia
1762417,doyu
30625,fls
1668397,medp
1382821,rdfn
354470,npsky
88941,smtc
772406,crus
1191334,cncn
1487712,al
1648257,hcm
808450,nav
1214816,axs
1302215,hli
1592386,virt
5513,unm
926326,omcl
866291,algm
1770450,xrx
1477049,phys
1434316,fate
850209,fl
1418819,irdm
1492074,abcm
1324948,roll
1316835,bldr
1070081,ptct
6769,apa
1775625,sdc
1367644,ebs
1040971,slg
1437352,evbg
851520,expo
1808834,aan
1408075,gpk
890564,asgn
1627475,upwk
1689662,ard
910073,nycb
1713952,vvnt
1420800,cfx
1102934,ccmp
899749,hr
1144215,ayi
1447772,upchy
763901,bpop
1759546,ride
1598110,cybr
1094972,ugp
944695,thg
906553,byd
1748797,dooo
1674910,vvv
1795139,gtbif
1487786,meggy
1518521,sepjy
717605,hxl
1577916,pinc
1745916,pfsi
33213,eqt
15615,mtz
1689796,jbgs
833640,powi
1337619,env
1449218,gulry
920371,ssd
1115055,pnfp
62919,maury
1636519,msgs
1032033,slm
868671,gbci
1821806,lesl
1195737,nea
1490978,sdgr
1104506,insm
1587732,ogs
1158463,jblu
1076930,novt
1476150,trno
1577368,qts
1556616,zhuzy
1627857,sail
1282637,neu
1436467,adrzy
1438929,kzmyy
876437,mtg
1482512,hpp
921638,ssrm
354707,he
822818,clh
1435969,mxchy
1561894,hasi
1434588,lope
1224306,isday
733269,ramp
1402902,czz
1498828,hhc
1340652,ccxi
1372920,edu
1727263,ftdr
1334036,crox
1627223,cc
1690511,goos
1130464,bkh
1537280,malry
1108426,pnm
1592438,roymy
795403,wts
1308606,src
1001316,tgtx
1009001,ccj
883984,icui
1597553,sage
1692063,sndr
1769731,hkib
1004434,amg
1518832,wpx
1656081,dava
918646,exp
1361113,vrns
1578735,nghc
921082,hiw
711377,neog
1808220,goco
1576942,sfix
1610466,shlx
1450345,rnmby
1060822,cri
1806201,lpro
1454177,apnhy
1436652,tpdky
1636222,wing
729986,ubsi
1357615,kbr
1311370,laz
1080709,arna
1485888,mlluy
1433642,hlne
1520697,achc
1049521,mrcy
1447122,mzday
849869,slgn
88121,seb
1692115,swx
60519,lpx
25445,cr
718937,staa
7431,awi
1806837,verx
1371285,trup
1084048,jcom
70145,nfg
49279,huskf
910406,hain
1061630,bxmt
887936,fcn
1125376,ensg
1454468,bjchy
1718512,gtes
784977,por
750004,sgms
1574540,doc
1451554,wimhy
52827,ryn
1351288,gwph
1759631,hyln
1573516,musa
1701732,altr
714310,vly
1296445,ora
1102993,lpsn
912958,tigo
1560327,rpd
921299,fgen
48039,hfc
717954,unf
1166388,vrnt
1361658,wynd
1720635,nvt
1443275,thkly
1446655,kurry
1355096,qrtea
866368,psb
230557,sigi
1704720,cnne
1721947,jamf
1706431,vir
1660280,tenb
1617406,pk
1710583,swch
1654151,dcph
1486749,hypmy
1569650,ozk
890926,rdn
935036,aciw
1514416,band
1443669,prlb
1360901,evr
917251,adc
1045309,gra
1724670,prsp
1688852,safe
1556593,nrz
1681459,fti
867773,spwr
1726122,cef
1526520,trip
1802883,api
1517302,apam
764065,clf
1038572,cbd
1434621,tree
1168054,xec
1588489,gbtc
1771515,go
795266,kbh
892553,gtls
1675149,aa
1691421,lmnd
1071438,bak
1041792,elp
105132,wdfc
801337,wbs
1801198,legn
1107843,qlys
1535379,cldr
751978,vicr
12659,hrb
1461283,ccohy
1743759,crsr
1157557,cig
723188,cbu
833079,mth
1492298,sbra
1448056,newr
1289308,ens
1327068,uso
1625791,krnt
1459200,alrm
1340243,mor
913353,cigi
927003,aeis
1364885,spr
1713947,sogo
1173420,ng
824142,aaon
356309,njr
1374535,aimc
1747009,etrn
1090116,nvg
1710155,eye
1445305,wk
1000753,nsp
1171825,cit
1444719,yueiy
1338065,dcp
1677576,iipr
1477720,asan
1450461,ebrpy
1178819,agi
102729,vmi
1752836,cvet
72333,jwn
1601994,chffy
1092699,spsc
1131383,stn
70318,thc
1794783,slqt
1356570,wns
70866,ncr
1781753,dao
74303,oln
1424929,foxf
1433660,jbt
317788,apps
101382,umbf
9326,bcpc
1530256,irdey
912767,ufpi
1082923,stmp
1531048,nari
1677250,zto
1564538,grp-un
1137849,pbsfy
1342875,tuify
1040829,rhp
1642545,swav
1067294,cbrl
1628369,cwk
1562476,tmhc
29002,diod
1047127,amkr
1320414,sem
1666071,cdlx
1601072,ay
1126956,sr
1091907,wwe
1122976,avnt
1597033,sabr
275880,psn
1101215,ads
1370880,feye
1810019,rxt
1574815,bmch
1284812,cns
803649,eqc
85961,r
1792580,ovv
1590714,esi
1122491,brfs
1272830,vg
1345105,cpa
932470,teo
1495932,expi
1610601,momo
806628,dnp
1015328,wtfc
78890,bco
1508475,vnet
39899,tgna
1620533,shak
763744,lcii
1111335,vc
1331520,homb
1492422,apls
1083839,nad
1077771,umpq
1664703,be
912093,viav
1790982,arnc
1600930,asccy
1705455,znkky
1731831,eidx
929008,wcc
906709,nktr
1623925,am
38725,fele
1070154,stl
780571,itri
892537,mant
1039399,form
1625414,bzun
1776661,adv
1192448,gkos
1685040,bhf
825313,ab
868780,dorm
1013880,ttec
1773427,swtx
911177,cwst
773141,mdc
1447112,msloy
812128,safm
860546,ofc
1678660,prld
1571549,sfrgy
1739936,svmk
1580905,ibp
46195,boh
1660734,trtn
1772695,nova
